Date,Electricity_Consumption_kWh,Water_Consumption_m3,Tranche_1_Limit_kWh,Tranche_2_Limit_kWh,Tranche_3_Limit_kWh,Tranche_1_Price_MAD,Tranche_2_Price_MAD,Tranche_3_Price_MAD,Tranche_1_Water_Limit_m3,Tranche_2_Water_Limit_m3,Tranche_3_Water_Limit_m3,Water_Price_Tranche_1_MAD,Water_Price_Tranche_2_MAD,Water_Price_Tranche_3_MAD,Temperature_C,Humidity_%,Wind_Speed_m/s,Rainfall_mm
2022-06-04,279.27156185372763,23.536675776536526,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,25.325933831896123,45.34178534270825,2.9213988364071994,1.5613076811729731
2022-06-05,253.55459392645847,27.8468259692579,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,29.07836508931937,52.51185499199289,3.4363949541175547,1.1930255337635725
2022-06-06,271.5649465731642,25.823509906677653,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,25.70611281814318,66.7253061223362,1.9804369750017363,2.988541408635708
2022-06-07,263.01952492474845,21.01237151243738,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,29.76675664724998,36.6535135531622,3.1049908787369844,0.5696534570463725
2022-06-08,287.8929753204682,21.998544535137473,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.41604148881924,34.17478299598828,0.0,1.765346224355264
2022-06-09,267.10555995631375,18.987526706053757,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.94515788169588,43.077314228975226,2.458019244555394,2.462820361741776
2022-06-10,216.18184404298728,26.834793649672775,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.121046157036254,36.56013877968743,6.241425566234761,0.6057079358623234
2022-06-11,242.10766402538215,24.48643111452297,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,34.20550324145754,31.41079194797439,5.624885916653837,2.0748032897030178
2022-06-12,275.03347273992944,27.89134361982252,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,18.178742897452253,62.841179928449264,5.948204406326012,1.8138146358186513
2022-06-13,226.6907959526827,22.536613253825255,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,20.084480089363094,41.89567019785241,3.6626725965918197,2.8333311011132176
2022-06-14,248.78795199340328,24.25733048519964,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.987394993160443,34.46877977982014,7.145661754171101,3.075834315518544
2022-06-15,281.5286402825892,24.897292501683946,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,29.206773247016084,41.441480758517784,8.505692165197853,1.4572097287534573
2022-06-16,267.40034874242576,22.61252939909517,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.286355515918782,57.09605076739388,5.220289012698013,2.43934080429673
2022-06-17,239.19458635517793,24.028344233008923,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.014627744058497,35.35457608002925,6.288177325852439,1.9685039407848994
2022-06-18,282.3933988941847,27.182096200115545,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,35.12264687026674,30.984360664164477,3.14610944777507,0.4119253319967624
2022-06-19,257.1478375103213,18.3123078085776,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.38941023295606,61.725553662397026,3.3750780987009277,1.7554414434587688
2022-06-20,294.1407518363807,22.521257090495137,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.899098672508124,81.18052783227455,4.075837664869323,0.8860574138002635
2022-06-21,233.96748784750156,21.52248855770358,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,21.705369234458672,61.37276979981374,7.487474220225636,3.4490640235459207
2022-06-22,252.15378280803023,23.497983445283612,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.042615531395402,50.1495257455326,5.506879108181606,2.39502596384587
2022-06-23,263.8987121205323,21.027780174370896,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,19.897557708912966,43.09363810436419,4.29407482386995,0.6925906597273925
2022-06-24,318.4400855761015,27.818547176109497,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.74337313352319,73.57764852855439,3.1239296729691692,1.3005369028630531
2022-06-25,274.55110687075853,22.343884348996884,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.753018231925743,36.97259293752175,2.6148903407957453,0.513979065044093
2022-06-26,270.0311645982295,14.350234754747515,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,20.217456444178527,71.21708268095317,6.389937318731702,4.058622416461377
2022-06-27,266.44894167586864,11.296880945350969,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.18087064509431,59.464341400896515,4.753560492259294,2.731511460500186
2022-06-28,262.8660305411835,15.188478948074525,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.900781832619508,59.89593400852214,4.890964960335402,0.4958039004065742
2022-06-29,292.42361422712804,16.540950095738772,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.674794345814032,50.26031228065717,8.789446836559343,2.4916383402042728
2022-06-30,225.93437976862853,18.998944071668962,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,27.096257831022363,32.47781599391259,3.432197020205236,1.0279619472352706
2022-07-01,247.71038084296032,18.751278929649065,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.93845068642566,62.18129308771472,4.129466976037043,1.1347723141417103
2022-07-02,235.72715645519625,13.752952882411908,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,22.16855561351406,55.449291930175285,5.786253522058308,1.2703453680209886
2022-07-03,288.6873472819165,23.464939623370256,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,22.865180716938475,64.83212275412954,0.6329643770033315,1.8253885897546054
2022-07-04,256.19795112022746,16.904982354409636,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,20.51310907048885,61.84857464708747,7.122290350714076,2.048254269805719
2022-07-05,244.74086504473792,23.793223603872974,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,29.291196684500957,53.43925766916255,4.700654744465287,2.7683504956191682
2022-07-06,229.94198827878176,14.824399579757856,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,16.874485725361204,50.65283249445122,2.5827697880192453,1.5178767808555125
2022-07-07,240.98253707326782,20.68999819553408,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,20.199962776714898,40.31758361537777,8.239610612846905,1.0709322927710037
2022-07-08,270.06781275287904,17.31812296822136,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,19.888752228900174,60.479148067140926,1.7149344686102572,1.9909260876781203
2022-07-09,251.0679632185531,25.338762458093125,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,16.17808032281632,70.48196821039856,5.142439986352487,2.3167529756492566
2022-07-10,247.4994236357681,21.934541005477328,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.19211389895344,44.96879606837301,4.084109354000517,3.115776527757853
2022-07-11,228.6702390497423,20.75803164506151,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.518024705758037,85.83659353358891,3.582245117892621,3.1689696933513565
2022-07-12,183.1671142175957,15.3901067509753,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,18.9307418929953,68.68336513980358,3.1857538600483104,4.934688753357159
2022-07-13,248.06774453337823,16.058480497187496,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,13.315608377484407,67.35332072378347,2.9987516600253974,1.1141128210347757
2022-07-14,206.1226180902308,17.117704215326626,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,19.396369372637086,50.038927303048816,0.0,2.171238583389328
2022-07-15,232.88705643298763,22.691812608981607,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.860521879497696,52.86779532003752,2.0345483500519825,1.7752466715302249
2022-07-16,215.40184609708336,18.888327155248586,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.125403017175596,69.22967734038774,6.264704052381216,1.8885470345010704
2022-07-17,215.53179108648368,20.37922171457057,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,16.887629308940994,36.152327477327674,3.8738600306301314,2.88977038512344
2022-07-18,226.79461115745943,13.296847064889757,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,8.760133702107899,72.02058005034485,7.035110467806591,2.087318635006676
2022-07-19,263.7711300250801,18.49551039292154,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,16.674210703750273,49.68455664170014,2.3724013607470824,1.5916685182459112
2022-07-20,282.0870620033555,19.04750529482692,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,12.182641344726385,54.945913923910666,3.7424395444781133,3.0779821710329536
2022-07-21,232.77132441209713,15.989228977388311,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,66.62109253691779,6.185740501007235,1.6903020467438463
2022-07-22,280.29375453299815,11.096350105698022,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,31.376748730441232,43.6841312232678,3.1374059328537967,3.215523693871254
2022-07-23,267.22646680556477,14.486614746486772,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.000193778742625,53.20282753111542,1.6723602777103603,3.4428291366407495
2022-07-24,276.98246315411154,12.25025107799149,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,20.616827348800566,36.08773137130216,5.25861600614209,1.0855916328180948
2022-07-25,231.38143116865427,20.525768231857946,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.684221093773278,73.08233847407575,2.8560353758717554,0.9075365896383425
2022-07-26,239.1826493640334,20.01251323969866,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.521567163173001,72.1699809469544,3.639850971778978,1.62773236757028
2022-07-27,193.47048999898118,16.055576979652937,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,14.696613035738391,49.164657335893,4.355531794133884,0.5476960840926846
2022-07-28,217.46078261920474,16.414228181235757,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,79.57838705859018,2.3796221001321296,2.569395102043666
2022-07-29,220.60499450193984,11.74759637313477,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,18.108772852720076,41.07824793198181,2.0302533670985303,2.9983093566175603
2022-07-30,155.7994572256486,17.148518217346332,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,13.04153662512197,37.55763740580863,0.0,1.0107551565858146
2022-07-31,187.58900033322118,15.652786180047721,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,10.843527209424478,61.29632542445667,3.7115194768586064,3.7057940343065914
2022-08-01,191.8734485484054,23.453571997086364,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,8.007838632091422,72.41386257974494,0.0,1.7670789313073814
2022-08-02,245.88934824301654,22.25307445857239,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,14.549889243750911,54.22614884240508,5.031841927758008,2.1766258665223943
2022-08-03,192.49141022224183,15.39057428400403,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,19.260423983763133,71.7979249509,1.0461367539950261,3.618147858666833
2022-08-04,234.22462270029337,19.074380475098177,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,50.5204742056642,3.9624057194734963,1.9423099711862604
2022-08-05,224.02983528778415,11.144101999814389,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.934122646156624,62.53952848284228,4.876084897308693,0.7785781531656568
2022-08-06,251.85755336125607,18.19118910779986,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,12.310780114340483,82.17683799755365,1.7570167701365818,2.6457888405501886
2022-08-07,215.23861245149422,12.301510192714357,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,16.535278285550536,63.5812340059845,4.984535474314094,2.98965708437581
2022-08-08,258.8711678335319,11.832733456617188,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,17.074833064115516,63.71501449850771,6.147795451608458,2.753000302224471
2022-08-09,235.6351486337729,17.836359258149784,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,6.6434715146108445,53.78289709729564,3.4034248269850815,2.0614502878828924
2022-08-10,245.6222275958762,14.347019818155736,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,19.71784011111813,54.31083851949511,5.77578024193328,0.44331980182853137
2022-08-11,235.37130989671866,13.475529764326687,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,6.669469443602536,45.247438067978166,2.3072060113612114,1.9265560492527658
2022-08-12,194.576541259076,13.002871774206561,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.382037190051843,46.26378124126335,5.047507571340109,1.848577422398948
2022-08-13,192.50786919771755,19.357074863783744,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,18.250124149359888,74.82301954314447,3.5174284054324083,1.4735722632723958
2022-08-14,236.11376883764243,10.213156888630028,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,18.40155692151214,36.69205478988238,3.98823252160039,3.0532880366832273
2022-08-15,179.98668975195133,16.452906326378216,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,16.543281364280173,69.06478832339343,2.798478195430842,1.955072221040902
2022-08-16,182.5598277606708,21.067179883749418,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,13.226264178949634,74.59446516078754,5.558629166485126,2.308606875123494
2022-08-17,211.54691273574701,16.174464485725547,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.346142337752859,78.15430260748249,0.0,2.295580993265838
2022-08-18,232.62163903377615,7.826445663561376,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.867639687094314,62.8897395707685,4.895449735470982,2.429291899799164
2022-08-19,190.90052916379003,12.692381733696283,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,12.928128220213086,78.90722172789458,5.030073929298963,2.250886548025288
2022-08-20,203.19542205484976,8.970844599284362,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,12.866400124105583,52.80247459026517,5.975007970012614,3.6358599290628923
2022-08-21,198.3554278090487,15.565731279383002,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,28.047048464484313,54.87584903253664,1.4397607395820766,2.735404898349483
2022-08-22,227.94499821747286,18.249467546803817,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,23.750016336839217,80.66438175163289,3.8374802226131495,2.2286844701794877
2022-08-23,234.6419534230648,16.24327090664487,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,14.495709555518141,71.02030403963857,6.305822292737033,1.8170582530668835
2022-08-24,155.79608491734535,17.55628759215714,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,61.82806746241927,4.630983569718958,1.1653465945886758
2022-08-25,204.31482890213124,12.72109405114285,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,56.23597910209942,5.332795627453762,1.222274156947953
2022-08-26,163.4150625402625,18.81369817833854,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.615279838205915,67.90508700553865,4.562688158457259,2.7983529764387214
2022-08-27,254.52365596116863,13.654792946087595,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,6.368980761285133,51.23796807798253,4.21636811249875,0.22403989415326842
2022-08-28,244.22550569140537,9.802452259719246,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,13.650837304087931,67.75044788632624,5.285817237037039,2.067311413719722
2022-08-29,202.36644190951247,19.819716585068782,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,8.715513928036057,75.65882489917229,3.012399790161119,1.6926919204695206
2022-08-30,136.62791636037642,12.008770559489756,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,84.03277131053288,3.889805800836924,1.818474023041938
2022-08-31,132.37224960335584,19.083503346939004,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,11.002217752232047,82.17773854001334,5.40491774040717,3.140690893058123
2022-09-01,234.0535360781198,15.270220211312319,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,16.394376530804724,59.161878687056905,4.411962794101456,1.8660945025648779
2022-09-02,235.27798501016343,16.7383212427565,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,20.459454058870378,79.23190655542608,2.243142115734142,1.5430124376458263
2022-09-03,164.69081783450082,14.07860754932041,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,57.14516795566898,3.290128942390681,4.100339312561946
2022-09-04,231.6432109366555,12.111333201532526,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,75.54954367541028,3.806376714374396,2.6295456018211834
2022-09-05,190.01573728453687,13.225093800400035,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,22.971914908380885,65.92165833790125,3.2374857908754584,3.061420113515018
2022-09-06,182.18547961921107,18.77316829423732,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,40.775605161716996,6.542518595532673,3.261359296343148
2022-09-07,203.42055078245966,11.816300528313679,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,7.476930897434915,68.41772805544164,4.122069936081026,2.2668732256907607
2022-09-08,219.01515036350867,15.132853147605687,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,18.719540413829666,74.45542305368042,4.336434458184963,2.103426187357429
2022-09-09,209.6108022144051,16.907403029853707,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.573865509142532,52.87846728196611,2.811345048689473,2.698201264588732
2022-09-10,234.44110247696162,14.688630464149888,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,64.83281862039776,5.725289188717073,2.79436865528167
2022-09-11,194.05179024226845,9.966538611213574,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,24.857004001391584,53.263672198196,4.789451503609546,1.0838040741335329
2022-09-12,275.0340062041193,6.602388279489993,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,10.896077150145334,70.06321904269157,2.71918060430879,2.2409880378633598
2022-09-13,154.7386018741435,15.395746718797865,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,59.14925774637124,3.126055282026938,1.9931507804087425
2022-09-14,141.97452648509227,16.57564567304242,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,18.919918093895213,90.0,3.457337640286102,1.071457503522614
2022-09-15,173.47718413557334,19.06505487889972,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,90.0,7.930232987401602,3.2541315469197216
2022-09-16,167.35541975116837,18.33409015024058,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,18.57688054330912,68.97801680950225,5.293421002685566,2.570371042404459
2022-09-17,199.82611354991508,14.891476951845465,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,7.754224604903545,52.32754624591089,1.2231134930880794,1.2457586753334782
2022-09-18,181.85099762573265,11.318195710030967,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,11.212939975931368,85.30363186976517,2.953120613769369,1.9145777151034917
2022-09-19,202.5397256892313,11.797131523253817,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,79.41851889008255,3.0808821851554105,2.440445752735762
2022-09-20,184.9537148642411,10.291031189698586,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,14.24148049756771,63.8902491157738,4.375209229333639,2.740637071305126
2022-09-21,200.48639669847446,12.837493668598478,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,9.191627512413058,83.4226271212281,4.738641425918114,1.8150399053153419
2022-09-22,247.97191426899576,11.8336937260443,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.232202904436061,70.54928022556236,1.0314307885880667,1.6641678299134697
2022-09-23,191.020951234402,16.216147491700713,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,8.404832220563172,79.88432305723445,4.73144212674761,0.4732658685088118
2022-09-24,242.27492020649598,15.416980147206164,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,10.18992257190896,60.4169569618687,3.035028575715058,3.699388009699872
2022-09-25,170.15402135679474,8.767528904085015,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,57.32392573045305,2.5102224781042226,2.802647813737892
2022-09-26,157.97337250523557,12.234901945842253,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,8.048668718592534,66.15841194919112,4.347531977190238,1.6880929937338747
2022-09-27,233.8083957654431,9.864642711357224,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,13.644677323469194,89.10759425862403,2.9316976859351414,0.9294358956655786
2022-09-28,207.9058383620796,15.086036297682034,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.250090199933052,78.23166895800752,1.162651170220911,0.8123322412909701
2022-09-29,163.76373768135423,7.652608041601565,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,7.250937309902679,88.09539697597263,2.7463483948970966,3.2354987526552588
2022-09-30,214.7600324642061,15.709556114928821,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,6.181821218600958,65.27158254005107,3.103650374371335,3.1239074573444476
2022-10-01,145.11286192109895,8.367568386886777,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,10.145881555200754,77.17773059648371,3.9600252849678075,3.4109554635347
2022-10-02,208.87320635889594,9.878768398841945,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,8.38958595176969,77.16239255304511,3.531722446698436,2.155357011936919
2022-10-03,177.1458415905368,16.325141240084342,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,21.199855908611973,61.10389658285257,4.21710069919669,2.7177952831217094
2022-10-04,171.58553530434384,8.638763043843149,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,8.996856766144234,77.87055437974605,4.892102110063299,1.5474036679028846
2022-10-05,211.03943119878514,16.583046073468573,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,18.973422731573862,62.85990356877994,1.292907335869105,2.591604577492112
2022-10-06,154.2584512959172,9.081386966372065,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,12.25043281816576,86.46219038954487,6.703318420403146,1.999011162005491
2022-10-07,173.396489610367,15.421713298326887,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,6.940571451205676,69.06712073658018,4.456443117404558,1.8667288629493484
2022-10-08,204.2256405932778,10.322826748246243,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,70.73389895250321,5.008118490707668,2.9841620448918977
2022-10-09,217.9012278343493,11.596858112961831,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,25.186794237573302,83.60579386042087,5.372738043681352,1.1321099404593502
2022-10-10,203.44718429943595,6.856445869494092,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.865892624707538,64.03238517299081,4.907784163687767,0.0
2022-10-11,175.8717096448149,11.338803834521222,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,14.916225673709214,59.8475775871418,0.0,1.7074501431510039
2022-10-12,172.15242654308682,14.52097290935001,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,10.401425780561912,73.3755090381879,1.872560127957117,2.7864024211181975
2022-10-13,205.83120441537045,5.0,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,13.955266375437882,75.9425582804862,3.4849782384191297,2.8082097652768954
2022-10-14,139.41269416317056,9.199786340775141,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,10.438854144899853,80.05599413188813,7.863933975731523,1.7715008037399524
2022-10-15,219.78213776220315,11.496384420606457,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,80.65507073987652,1.7357140045058346,1.6949241395769363
2022-10-16,186.12222756702454,7.707414949131583,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,21.237234836801804,66.23888120291534,3.5385289169189744,1.1185293697832366
2022-10-17,222.68966485833687,12.770248450814336,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,10.465349323807365,68.26295917343701,3.6234013217651553,1.2925490561492963
2022-10-18,158.78777072762205,9.846432435748397,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,8.239156967271143,90.0,5.332224483193415,2.29319588049419
2022-10-19,185.20871584660395,16.80744849158598,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,14.379035150323777,76.94136434589416,5.690724752107267,0.0
2022-10-20,173.92570431056984,18.41351185236834,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,15.740831727479238,73.34886255703276,2.4523342526350813,2.294048150296184
2022-10-21,151.74376177849038,11.286122769077606,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,16.130066819915623,44.38940034487121,0.43414770838928307,3.3937341606443896
2022-10-22,211.43107803498827,13.482233267687025,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,85.37764709234597,3.4433218421429523,4.036934185579959
2022-10-23,233.8477122811251,12.841511406880436,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.177507209665566,57.51320406005366,3.58582945134429,1.5518458207522858
2022-10-24,188.8753522600395,11.499564223661475,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,14.802086798878763,64.84573887118577,1.2387867789630431,2.2075172383664694
2022-10-25,164.20112151320228,20.61878552391942,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,21.317274611618654,71.05665647689963,3.522657189806307,3.060832695245791
2022-10-26,220.97067606184353,14.851697397869032,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,17.315782467277835,65.59473078610613,4.154571042748527,1.7212330681139667
2022-10-27,223.34014609793388,13.59666432761651,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,7.621891512938008,66.08180996017413,3.4752186615456453,2.300074442464785
2022-10-28,191.23160584996185,5.730732339303347,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,11.47165082786487,66.40383620903546,5.220333705558904,3.5952886211306403
2022-10-29,217.59749301088164,12.328033891375034,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,11.677783481760494,90.0,3.5762216500422515,2.8801868046873977
2022-10-30,203.23371821223168,16.67108900689045,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,17.212598146914225,60.755686359489445,6.36771581067777,2.1642282504875894
2022-10-31,226.09019974295865,8.963781118437872,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,8.055522982743897,70.47330171787188,5.008813285617269,2.423470336225882
2022-11-01,200.42795612225314,8.99024630733233,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,17.17024811048796,67.38502710304708,6.308669250088343,1.6297031428024629
2022-11-02,171.45973772156003,11.071733884782857,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,16.55500306951012,90.0,7.028947560092385,2.3287212079541493
2022-11-03,172.59963641214068,12.573882455533393,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,14.41370145205947,46.1288174706087,6.081094621367344,1.8321591703915157
2022-11-04,188.2029157422992,13.97040456040113,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,19.980202832240934,77.81116762620306,4.265260023598012,2.1503269647433054
2022-11-05,183.91245569169888,6.89829640802777,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,5.0,77.91416412162172,5.278392573735676,2.753439551733031
2022-11-06,197.94357344173267,18.87556149245051,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,9.612688411324198,65.3332885063041,4.238425013206636,0.8738359903321482
2022-11-07,217.13253628207377,10.038677363078929,150,300,450,0.7,1.0,1.3,10,20,30,5.5,8,11,6.4999166307451475,52.813246561428215,9.660074621656715,1.8307877908555479
